A010TOK.PRW (26/08/2020 13:13:53)
WSCLIENT_WSMTCUSTOMERINVOICE.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTCUSTOMERPRODUCT.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTCUSTOMERSALESORDER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTCUSTOMERSELLER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTEXECUTEQUERY.PRX (20/07/2020 06:32:25)
WSCLIENT_WSMTGROUPOFPRODUCT.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTINTERNALMOVIMENT.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPAYMENTPLAN.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPRODUCT.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPRODUCTIONORDER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPROJECTANNOTATIONRESOURCES.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPROJECTCONFIRMATION.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTPURCHASER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTQUALITYCONTROL.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSALESFORECAST.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSELLER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSELLERBUDGET.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSELLERCUSTOMER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSELLEROPPORTUNITY.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSELLERSALESORDER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSIMULATIONBUDGET.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSIMULATIONQUOTE.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSIMULATIONSALESORDER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSUPPLIER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSUPPLIERINVOICE.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSUPPLIERPURCHASEORDER.PRX (18/05/2016 15:01:08)
WSCLIENT_WSMTSUPPLIERQUOTE.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTSYSTEMCUSTOMER.PRX (02/06/2017 09:46:05)
WSCLIENT_WSMTTAXES.PRX (02/06/2017 09:46:05)
WSCLIENT_WSORGSTRUCTURE.PRX (29/07/2019 15:29:04)
WSCLIENT_WSPEDIDO.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPLCADWEB.PRX (02/05/2019 09:56:29)
WSCLIENT_WSPLRECGLO.PRX (13/06/2019 16:57:35)
WSCLIENT_WSPLSCMPFP.PRX (02/06/2017 09:46:05)
WSCLIENT_WSPLSGUIAS.PRX (29/12/2018 09:08:05)
WSCLIENT_WSPLSMCTMD.PRX (02/06/2017 09:46:05)
WSCLIENT_WSPLSPROT.PRX (02/06/2017 09:46:05)
WSCLIENT_WSPLSRELT.PRX (12/04/2019 10:17:11)
WSCLIENT_WSPLSSTRB.PRX (05/02/2018 10:48:07)
WSCLIENT_WSPLSXF3.PRX (24/11/2017 07:42:50)
WSCLIENT_WSPLSXFUN.PRX (02/05/2019 09:56:29)
WSCLIENT_WSPLSXINC.PRX (29/12/2018 09:08:05)
WSCLIENT_WSPLSXMOV.PRX (28/06/2019 11:00:02)
WSCLIENT_WSPMSANNOTATIONS.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPMSCONFIRMATIONS.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPMSINFOUSER.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPMSPROJECTS.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPMSREPORT.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPRODUTO.PRW (02/06/2017 09:46:05)
WSCLIENT_WSPRODUTOCATEGORIA.PRW (02/06/2017 09:46:05)
WSCLIENT_WSQDODOCUMENTS.PRW (02/06/2017 09:46:05)
WSCLIENT_WSQUESTAOWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHABILITIES.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHABSENCES.PRX (11/08/2016 16:14:50)
WSCLIENT_WSRHACADEMICGRANTT.PRW (29/12/2018 09:08:05)
WSCLIENT_WSRHANNUALRECEIPTS.PRW (17/05/2019 11:20:24)
WSCLIENT_WSRHANOTATIONS.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHAPDCONSOLIDATED.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHARTIFACT.PRW (28/11/2016 15:55:55)
WSCLIENT_WSRHATTENDCONTROL.PRW (29/12/2018 09:08:05)
WSCLIENT_WSRHCOMPETENCE.PRW (16/05/2017 17:59:10)
WSCLIENT_WSRHDAYSOFF.PRW (10/12/2018 13:33:28)
WSCLIENT_WSRHDEPENDENTS.PRX (29/12/2018 09:08:05)
WSCLIENT_WSRHEMPLOYEDCURRICULUM.PRX (29/12/2018 09:08:05)
WSCLIENT_WSRHEMPLOYEEREGISTRATION.PRW (29/12/2018 09:08:05)
WSCLIENT_WSRHEMPLOYEETRANSF.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHEVALUATE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHEVALUATIONFACTORS.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHEXTRACT.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHHOURSBANK.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHIDENTIFY.PRX (02/10/2017 18:32:47)
WSCLIENT_WSRHKNOWLEDGE.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHMONITORING.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHPAYMENTRECEIPTS.PRX (29/12/2018 09:08:05)
WSCLIENT_WSRHPERFORMANCEEVALUATE.PRX (03/05/2018 14:39:40)
WSCLIENT_WSRHPERSONALDESENVPLAN.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHPOST.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHPROJECTEVALUATE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRHREQUEST.PRX (09/06/2020 14:24:44)
WSCLIENT_WSRHSCHEDULECHART.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHTRAININGEVALUATION.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHTRAININGRESERVATIONS.PRX (02/06/2017 09:46:05)
WSCLIENT_WSRHTRAININGS.PRX (23/10/2019 14:37:42)
WSCLIENT_WSRHTSAABSENCEREASON.PRW (07/01/2019 16:30:28)
WSCLIENT_WSRHTSAALLOCATIONUNIT.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSACOSTCENTER.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSADAYNOTWORKED.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSAEXCEPTION.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSALEGALPERSON.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSALOCATIONINTEGRATION.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSANATURALPERSON.PRW (15/06/2020 18:13:30)
WSCLIENT_WSRHTSAPOSITIONLEVEL.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSASCALEINTEGRATION.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSASHIFTWORK.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSAUNIT.PRW (21/12/2018 13:35:05)
WSCLIENT_WSRHTSAUSERINTEGRATION.PRW (15/06/2020 18:13:30)
WSCLIENT_WSRHVACATION.PRX (29/12/2018 09:08:05)
WSCLIENT_WSRHVACATIONNOTICE.PRW (08/09/2017 19:17:11)
WSCLIENT_WSRHVACATIONRECEIPTS.PRX (29/12/2018 09:08:05)
WSCLIENT_WSRHVDFBALANCEVACATION.PRW (10/12/2018 13:33:28)
WSCLIENT_WSRHVDFCERTIFICATE.PRW (23/10/2018 10:43:39)
WSCLIENT_WSRHVDFDAILY.PRW (23/10/2018 10:43:39)
WSCLIENT_WSRHVDFJOURNEY.PRW (23/10/2018 10:43:39)
WSCLIENT_WSRHVDFLICENCE.PRW (10/12/2018 13:33:28)
WSCLIENT_WSRHVDFVACATION.PRW (10/12/2018 13:33:28)
WSCLIENT_WSRSPRHCURRICULUM.PRW (31/03/2020 09:05:34)
WSCLIENT_WSRSPRHFACTOR.PRW (29/12/2018 09:08:05)
WSCLIENT_WSRSPRHMENU.PRW (02/06/2017 09:46:05)
WSCLIENT_WSRSPRHVACANCY.PRW (31/07/2017 12:17:56)
WSCLIENT_WSSERVIDORCONTEUDOWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSSKU.PRW (02/06/2017 09:46:05)
WSCLIENT_WSTMS010.PRX (02/06/2017 09:46:05)
WSCLIENT_WSTMS020.PRX (02/06/2017 09:46:05)
WSCLIENT_WSTMS030.PRX (04/05/2017 11:45:35)
WSCLIENT_WSTMS040.PRX (02/06/2017 09:46:05)
WSCLIENT_WSTMSPAMCARD.PRW (02/06/2017 09:46:05)
WSCLIENT_WSTMSREPOM.PRW (02/06/2017 09:46:05)
WSCLIENT_WSTOPICOWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSTREINAMENTOWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSUNIDADEWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_WSUSERPORTAL.PRX (02/06/2017 09:46:05)
WSCLIENT_WSUSERPORTAL02.PRX (02/06/2017 09:46:05)
WSCLIENT_WSUSUARIOWSSERVICE.PRW (02/06/2017 09:46:05)
WSCLIENT_XMLWORKFLOWENGINE.PRX (30/08/2021 18:16:28)
WSCONSTUEQ.PRW (28/09/2020 16:07:44)
WSCONSULTALOTERPS002.PRW (02/06/2017 09:46:05)
WSCONSULTANFSE002.PRW (02/06/2017 09:46:05)
WSCONSULTANFSERPS002.PRW (02/06/2017 09:46:05)
WSCONSULTASITUACAOLOTERPS002.PRW (02/06/2017 09:46:05)
WSCONSULTASITUACAONFSE002.PRW (02/06/2017 09:46:05)
WSCPREFEITURANFSESERVICOS.PRW (02/06/2017 09:46:05)
WSCRD010.PRX (07/03/2018 17:01:29)
WSCRD020.PRX (08/12/2017 13:43:09)
WSCRD070.PRX (02/06/2017 09:46:05)
WSCRD080.PRX (02/06/2017 09:46:05)
WSCRD090.PRX (02/06/2017 09:46:05)
WSCRD100.PRX (02/06/2017 09:46:05)
WSCRD110.PRX (02/06/2017 09:46:05)
WSCRD120.PRX (02/06/2017 09:46:05)
WSCRD130.PRW (12/04/2017 11:30:37)
WSCRD950.PRW (02/06/2017 09:46:05)
WSCRD950A.PRW (02/06/2017 09:46:05)
WSCRD950B.PRW (02/06/2017 09:46:05)
WSCRD950C.PRW (02/06/2017 09:46:05)
WSCRDXFUN.PRX (02/06/2017 09:46:05)
WSCRM070.PRX (02/06/2017 09:46:05)
WSCRM260.PRX (11/05/2016 11:42:29)
WSCRM341.PRW (02/06/2017 09:46:05)
WSCSA010.PRW (16/05/2017 18:30:38)
WSCSA020.PRW (02/06/2017 09:46:05)
WSCSA030.PRW (16/05/2017 18:30:38)
WSCSEFAZCTERECEPCAO.PRW (02/06/2017 09:46:05)
WSCSEFAZNFERETRECEPCAO.PRW (02/06/2017 09:46:05)
WSCTB020.PRX (29/12/2018 09:08:05)
WSCTB100.PRX (29/12/2018 09:08:05)
WSCTB180.PRX (29/12/2018 09:08:05)
WSCTBBALANCEFUNCTIONS.PRX (29/12/2018 09:08:05)
WSCTSSMONITOR.PRW (02/06/2017 09:46:05)
WSC_BAIXANCC.PRW (02/06/2017 09:46:05)
WSC_CRD950.PRW (02/06/2017 09:46:05)
WSC_CRD950A.PRW (02/06/2017 09:46:05)
WSC_CRD950B.PRW (02/06/2017 09:46:05)
WSC_CRD950C.PRW (02/06/2017 09:46:05)
WSC_DELNCC.PRW (02/06/2017 09:46:05)
WSC_FRT272B.PRW (02/06/2017 09:46:05)
WSC_FRTNCC.PRW (02/06/2017 09:46:05)
WSC_INCLUNCC.PRW (02/06/2017 09:46:05)
WSC_INTELLECTOR.PRW (02/06/2017 09:46:05)
WSC_LJ970.PRW (15/09/2017 10:33:06)
WSC_LJRECEB.PRW (29/12/2018 09:08:05)
WSC_LJRECVER.PRW (02/06/2017 09:46:05)
WSC_LJSFZSAT.PRW (29/12/2018 09:08:05)
WSC_LOJ010.PRW (18/06/2019 16:04:52)
WSC_LOJ020.PRW (18/06/2019 16:04:52)
WSC_LOJ030.PRW (15/09/2017 10:31:51)
WSC_LOJ040.PRW (02/06/2017 09:46:05)
WSC_LOJ050.PRW (02/06/2017 09:46:05)
WSC_LOJ600.PRW (02/06/2017 09:46:05)
WSC_LOJA845.PRW (02/06/2017 09:46:05)
WSC_WSCONSULTAPRODUTOSS.PRW (02/06/2017 09:46:05)
WSC_WSCRD010.PRX (13/10/2016 09:02:23)
WSC_WSCRD020.PRX (02/06/2017 09:46:05)
WSC_WSCRD070.PRX (02/06/2017 09:46:05)
WSC_WSCRD080.PRX (02/06/2017 09:46:05)
WSC_WSCRD090.PRW (02/06/2017 09:46:05)
WSC_WSCRD100.PRX (02/06/2017 09:46:05)
WSC_WSCRD110.PRX (13/10/2016 09:02:23)
WSC_WSCRD120.PRX (02/06/2017 09:46:05)
WSC_WSCRD130.PRW (02/06/2017 09:46:05)
WSC_WSCRDXFUN.PRX (13/10/2016 09:02:23)
WSC_WSFRTVP.PRW (20/12/2016 10:43:49)
WSC_WSINTEGRACAO.PRW (11/03/2019 18:58:43)
WSC_WSPRODUTOSERVICE.PRW (02/06/2017 09:46:05)
WSC_XMLPAF.PRW (29/12/2018 09:08:05)
WSDIESERVICE.PRW (09/03/2018 19:19:16)
WSDLFIERGS.PRW (06/11/2015 21:26:52)
WSDOCUMENTSERVICE.PRX (30/08/2021 18:16:28)
WSDW.PRW (02/06/2017 09:46:05)
WSDWCLI.PRW (02/06/2017 09:46:05)
WSECOSSISTEMA.PRX (02/06/2017 09:46:05)
WSENVSTUEQ.PRW (28/09/2020 16:07:44)
WSESBWSDL11ENCODEDRPC_CLIENT.PRW (30/08/2021 18:16:27)
WSESOCIAL.PRW (13/03/2020 16:58:45)
WSEXECUTEQUERY.PRX (11/03/2021 13:39:58)
WSFABRICA.PRW (26/04/2020 20:16:24)
WSFAT040.PRX (02/06/2017 09:46:05)
WSFAT300.PRX (21/01/2016 10:28:05)
WSFAT310.PRX (27/07/2016 10:43:30)
WSFAT320.PRX (18/11/2016 14:39:32)
WSFATDEL.PRW (02/06/2017 09:46:05)
WSFATURA.PRW (02/06/2017 09:46:05)
WSFATX010.PRX (02/06/2017 09:46:05)
WSFECRED.PRW (08/12/2020 16:34:27)
WSFEV1.PRW (08/12/2020 16:34:27)
WSFIN677.PRW (19/06/2019 15:38:15)
WSFIN884.PRW (06/05/2020 11:16:30)
WSFINA040.PRW (02/06/2017 09:46:05)
WSFINA050.PRW (02/06/2017 09:46:05)
WSFLUIGJURIDICO.PRW (24/01/2019 11:41:39)
WSFOLDERSERVICE.PRX (30/08/2021 18:16:28)
WSFRT272B.PRW (02/06/2017 09:46:05)
WSFRTNCC.PRW (27/06/2018 16:37:00)
WSFRTVP.PRW (15/03/2019 17:20:43)
WSFWAUTHENTICATIONCLIENT.PRW (30/08/2021 18:16:30)
WSGFECLIENT.PRW (06/06/2019 11:35:05)
WSGPE010.PRW (15/04/2020 13:39:58)
WSGPE011.PRW (28/11/2018 16:30:09)
WSGPE020.PRW (30/06/2020 17:06:51)
WSGPE030.PRW (07/05/2020 10:05:06)
WSGPE040.PRW (22/08/2018 14:58:08)
WSGPE050.PRW (15/05/2019 15:35:22)
WSGPE060.PRW (11/08/2016 16:04:09)
WSGPE070.PRW (29/12/2018 09:08:05)
WSGPE080.PRW (09/03/2020 14:32:22)
WSGPE090.PRW (02/06/2017 09:46:05)
WSGPE100.PRW (29/12/2018 09:08:05)
WSGPE110.PRW (29/12/2018 09:08:05)
WSGPE120.PRW (02/05/2019 08:49:29)
WSGPE160.PRW (29/03/2018 14:28:35)
WSGPECAL2.PRW (17/04/2020 17:55:19)
WSGPRA010.PRX (02/06/2017 09:46:05)
WSGPRA020.PRX (02/06/2017 09:46:05)
WSGPRA030.PRX (02/06/2017 09:46:05)
WSGPRA050.PRX (02/06/2017 09:46:05)
WSGPRA060.PRX (02/06/2017 09:46:05)
WSGPRSTRUCT.PRX (02/06/2017 09:46:05)
WSGPRXFUN.PRX (02/06/2017 09:46:05)
WSINCLUNCC.PRW (02/06/2017 09:46:05)
WSINTEGRACAOJURIDICA_CLIENT.PRW (02/06/2017 09:46:05)
WSINTEGRATORWSDL11ENCODEDRPC.PRW (30/08/2021 18:16:27)
WSINTRMMNT.PRX (12/10/2017 13:32:40)
WSINTRMSOLUM.PRW (29/02/2016 10:45:55)
WSLEGALPROCESS.PRW (10/06/2019 16:20:15)
WSLEGALTASK.PRW (10/06/2019 16:20:15)
WSLJ970.PRW (15/09/2017 10:33:06)
WSLJRECVER.PRW (08/12/2017 13:43:09)
WSLOGINCMS.PRW (02/06/2017 09:46:05)
WSLOJ010.PRW (18/06/2019 16:04:52)
WSLOJ020.PRW (18/06/2019 16:04:52)
WSLOJ030.PRW (13/04/2018 10:56:39)
WSLOJ040.PRW (02/06/2017 09:46:05)
WSLOJ050.PRW (02/06/2017 09:46:05)
WSLOJ600.PRW (02/06/2017 09:46:05)
WSLOJA845.PRW (02/06/2017 09:46:05)
WSLOTERPSSERVICE001.PRW (02/06/2017 09:46:05)
WSLOTERPSSERVICE002.PRW (02/06/2017 09:46:05)
WSMAT010.PRX (02/06/2017 09:46:05)
WSMAT010A.PRX (20/01/2016 15:27:16)
WSMAT020.PRX (02/06/2017 09:46:05)
WSMAT030.PRX (02/06/2017 09:46:05)
WSMAT035.PRX (02/06/2017 09:46:05)
WSMAT040.PRX (02/06/2017 09:46:05)
WSMAT050.PRX (02/06/2017 09:46:05)
WSMAT070.PRX (02/06/2017 09:46:05)
WSMAT087.PRX (02/06/2017 09:46:05)
WSMAT090.PRX (02/06/2017 09:46:05)
WSMAT110.PRX (10/06/2021 19:18:14)
WSMAT120.PRX (18/05/2016 15:02:02)
WSMAT150.PRX (07/02/2019 09:08:15)
WSMAT173.PRX (02/06/2017 09:46:05)
WSMAT175.PRX (02/06/2017 09:46:05)
WSMAT241.PRW (02/06/2017 09:46:05)
WSMAT360.PRX (02/06/2017 09:46:05)
WSMAT410.PRX (02/06/2017 09:46:05)
WSMAT415.PRX (02/06/2017 09:46:05)
WSMAT650.PRX (11/03/2021 13:39:58)
WSMAT651.PRX (02/06/2017 09:46:05)
WSMAT690.PRX (02/06/2017 09:46:05)
WSMAT700.PRX (02/06/2017 09:46:05)
WSMATA105.PRW (02/06/2017 09:46:05)
WSMATA120.PRW (02/06/2017 09:46:05)
WSMATA410.PRW (02/06/2017 09:46:05)
WSMATSTRUCT.PRX (27/07/2016 10:43:30)
WSMATXFIS.PRX (02/06/2017 09:46:05)
WSMAT_NF.PRX (02/06/2017 09:46:05)
WSMAT_RM.PRW (02/06/2017 09:46:05)
WSMENU.PRW (29/12/2018 09:08:05)
WSMIDCARD.PRW (15/05/2020 16:18:29)
WSMIDCFIL.PRW (24/03/2020 09:47:31)
WSMIDDET.PRW (15/05/2020 16:18:29)
WSMIDESTAB.PRW (24/03/2020 09:47:31)
WSMIDINC.PRW (31/03/2020 14:42:19)
WSMIDLOT.PRW (24/03/2020 09:47:31)
WSMIDPROC.PRW (31/03/2020 14:42:19)
WSMIDREL.PRW (07/04/2020 14:57:54)
WSMIDTPEVT.PRW (15/04/2020 09:02:29)
WSMIDXML.PRW (27/04/2020 09:23:38)
WSNFECOL.PRW (13/12/2019 15:09:18)
WSNFECOLPROD.PRW (29/08/2018 14:23:50)
WSNFESLOC.PRW (08/12/2020 16:34:27)
WSNFSE001CLIENT.PRW (23/12/2019 13:58:26)
WSORG010.PRW (14/05/2020 17:19:27)
WSPCFACTORY.PRW (28/08/2019 11:34:49)
WSPCP.PRW (09/08/2021 11:05:18)
WSPLCADWEB.PRX (02/05/2019 09:56:29)
WSPLPTUONWEB.PRW (30/05/2019 15:40:27)
WSPLRECGLO.PRX (13/06/2019 15:38:09)
WSPLRN395WEB.PRW (05/10/2018 09:39:43)
WSPLSCMPFP.PRX (02/06/2017 09:46:05)
WSPLSGUIAS.PRX (29/12/2018 09:08:05)
WSPLSMCTMD.PRX (02/04/2018 14:18:41)
WSPLSPROT.PRX (02/06/2017 09:46:05)
WSPLSPTUBATCH.PRW (21/06/2019 15:37:39)
WSPLSRELT.PRX (20/05/2019 10:11:03)
WSPLSSTRB.PRX (22/02/2018 17:16:32)
WSPLSTISSL.PRX (22/03/2019 17:28:09)
WSPLSTISSO.PRX (11/02/2019 16:54:24)
WSPLSXF3.PRX (24/11/2017 07:42:50)
WSPLSXFUN.PRX (24/05/2019 16:18:46)
WSPLSXINC.PRX (26/04/2018 17:32:57)
WSPLSXMOV.PRX (28/06/2019 11:00:02)
WSPMS010.PRX (02/06/2017 09:46:05)
WSPMS020.PRX (02/06/2017 09:46:05)
WSPMS030.PRX (02/06/2017 09:46:05)
WSPMS040.PRX (02/06/2017 09:46:05)
WSPMS080.PRW (02/06/2017 09:46:05)
WSPMSA200.PRX (02/03/2013 15:04:00)
WSPMSA300.PRX (02/03/2013 15:04:00)
WSPMSA310.PRX (02/03/2013 15:04:00)
WSPMSSTRU.PRX (02/06/2017 09:46:05)
WSPON010.PRW (18/04/2018 08:35:33)
WSPON020.PRW (27/06/2019 09:46:46)
WSPON030.PRW (18/04/2018 08:35:33)
WSPON040.PRW (19/09/2019 19:49:49)
WSPORTAL01.PRX (18/11/2019 12:02:05)
WSPORTAL02.PRX (22/11/2018 17:02:04)
WSPTALNOM.PRW (01/12/2017 17:22:06)
WSQWSQ001.PRW (02/03/2013 15:04:00)
WSRECOPICLIENT.PRW (23/12/2019 13:58:26)
WSREINF.PRW (27/12/2019 16:32:21)
WSRESGET.PRW (13/06/2016 18:28:18)
WSRESTFUL.PRG (30/08/2021 18:16:27)
WSRHSTRUCT.PRW (31/03/2020 09:05:34)
WSRSMENU.PRW (30/10/2015 16:33:15)
WSRSP010.PRW (21/06/2020 16:24:59)
WSRSP100.PRW (08/11/2018 16:16:24)
WSSALES.PRW (12/04/2017 11:39:34)
WSSARACODESP.PRW (02/06/2017 09:46:05)
WSSARAOCR.PRW (02/06/2017 09:46:05)
WSSARASTOCK.PRW (02/06/2017 09:46:05)
WSSARAVIRTUALIZATION.PRW (02/06/2017 09:46:05)
WSSEARCHDOCUMENTSERVICE.PRW (30/08/2021 18:16:28)
WSSERVER_ACSP.PRX (02/03/2013 15:04:00)
WSSERVER_EQUIFAX.PRX (02/03/2013 15:04:00)
WSSERVER_SERASA.PRX (02/06/2017 09:46:05)
WSSIGAVLD.PRX (02/06/2017 09:46:05)
WSSOAMANAGER.PRW (02/06/2017 09:46:05)
WSSOCIAL.PRW (27/12/2019 17:25:14)
WSTAF001.PRW (28/05/2020 16:14:17)
WSTAF002.PRW (20/03/2020 17:24:02)
WSTAF0021070.PRW (17/04/2020 17:05:53)
WSTAF0022050.PRW (26/05/2020 10:43:35)
WSTAF0022060.PRW (12/02/2020 15:37:00)
WSTAF002APRCP.PRW (28/04/2020 17:06:11)
WSTAF002PRECAD.PRW (16/04/2020 19:23:34)
WSTAF004.PRW (28/05/2020 16:10:26)
WSTAF005.PRW (29/05/2020 14:04:48)
WSTAF006.PRW (21/10/2019 11:39:40)
WSTAF007.PRW (01/06/2020 16:37:33)
WSTAF008.PRW (20/08/2019 16:13:45)
WSTAF009.PRW (20/08/2019 17:04:02)
WSTAF010.PRW (18/05/2020 15:52:59)
WSTAF011.PRW (20/08/2019 15:53:51)
WSTAF012.PRW (21/08/2019 08:01:13)
WSTAF017.PRW (21/05/2020 14:11:45)
WSTAF018.PRW (11/05/2020 18:31:31)
WSTAF019.PRW (07/04/2020 15:18:07)
WSTAF020.PRW (08/04/2020 14:56:12)
WSTAF021.PRW (16/06/2020 14:29:16)
WSTAF022.PRW (25/06/2020 18:03:55)
WSTAF023.PRW (19/06/2020 11:20:34)
WSTAF024.PRW (23/06/2020 16:50:22)
WSTAF025.PRW (25/06/2020 14:06:54)
WSTAFGETXML.PRW (11/10/2018 15:40:18)
WSTAFMIGRATORY.PRW (10/06/2020 14:24:47)
WSTAFQUERYELEMENTS.PRW (20/03/2019 19:28:40)
WSTAFST2.PRW (19/06/2020 18:15:12)
WSTCF010.PRW (28/11/2016 15:43:19)
WSTERMOCONSENT.PRW (18/03/2020 11:13:51)
WSTIMEKEEP.PRW (02/06/2017 09:46:05)
WSTMS010.PRW (04/05/2017 11:45:35)
WSTMS020.PRW (02/06/2017 09:46:05)
WSTMS030.PRW (04/05/2017 11:45:35)
WSTMS040.PRW (02/06/2017 09:46:05)
WSTMSE65.PRW (02/06/2017 09:46:05)
WSTPDESPESA.PRW (02/06/2017 09:46:05)
WSTRM010.PRW (23/10/2019 14:37:42)
WSTRM021.PRW (29/12/2018 09:08:05)
WSTRM030.PRW (02/06/2017 09:46:05)
WSTRM040.PRW (22/04/2020 14:48:05)
WSTRM050.PRW (10/03/2020 16:56:16)
WSTSSGNRE.PRW (18/05/2020 11:06:27)
WSTSSSETUP.PRW (03/12/2019 13:45:59)
WSVDF010.PRW (09/11/2018 19:37:32)
WSVDF020.PRW (10/12/2018 13:33:28)
WSVDF030.PRW (10/12/2018 13:33:28)
WSVDF040.PRW (09/11/2018 19:37:32)
WSVDF050.PRW (10/12/2018 13:33:28)
WSVDF060.PRW (09/11/2018 19:37:32)
WSVDF070.PRW (09/11/2018 19:37:32)
WSXLIB.PRX (02/06/2017 09:46:05)
WSXTAF.PRW (28/04/2020 17:09:55)
WS_FSCONTASPAGAR.PRW (10/02/2020 10:11:59)
WS_FSFLUIG.PRW (06/05/2020 15:07:43)
WS_PROCESS.PRW (27/04/2020 14:12:31)
X3MODAL.PRG (30/08/2021 18:16:28)
X3PICTUR.PRG (30/08/2021 18:16:28)
X3RESERV.PRG (30/08/2021 18:16:28)
X3USO.PRG (30/08/2021 18:16:28)
XFUNFISTAF.PRW (26/11/2020 14:26:43)
XMATR105.PRX (28/06/2016 16:19:42)
XMLCLASSSCHEMA.PRW (30/08/2021 18:16:27)
XMLCSVCS.PRW (30/08/2021 18:16:27)
XMLDIOPS.PRW (05/06/2019 17:46:24)
XMLNFSEAVB.PRW (19/06/2018 15:51:34)
XMLSIBCNX.PRW (24/06/2019 17:25:27)
XMLSIBRPX.PRW (23/04/2019 22:05:05)
XMLSIBSBX.PRW (21/03/2019 17:43:25)
XMLSIPCENTRAL.PRW (13/05/2019 15:40:19)
XMLWS000.PRW (30/08/2021 18:16:27)
XMLWSLIB.PRW (30/08/2021 18:16:27)
XMLWSVCS.PRW (30/08/2021 18:16:27)
XMLXFUN.PRW (30/08/2021 18:16:27)
XTREE.PRW (30/08/2021 18:16:27)
ZGERDANFE.PRW (20/11/2020 16:04:39)
ZSPEDXML.PRW (20/11/2020 16:01:07)
ZULTNUM.PRW (03/02/2020 17:20:02)
ZZANFE103.PRW (10/02/2020 16:32:50)
ZZANFE116.PRW (28/08/2019 09:01:06)
ZZANFE140.PRW (10/02/2020 16:35:45)
ZZANFECAD.PRW (29/10/2018 15:27:27)
ZZANFEIMP.PRW (25/01/2019 14:45:14)
ZZANFEINS.PRW (07/11/2016 15:48:52)
